Chr	Start	End	Strand	Length
FBgn0051092	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	25698727;25700997;25701525;25705931;25706287;25706816;25709291;25710025;25713537;25713842;25718398;25719952;25722416;25739055;25740245	25700026;25701455;25701661;25706035;25706485;25708213;25709517;25710147;25713656;25713961;25718623;25720117;25722556;25739622;25740465	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5510
FBgn0039360	3R;3R;3R;3R;3R	25685236;25685567;25685768;25686315;25687251	25685500;25685702;25685983;25687149;25687370	-;-;-;-;-	1572
FBgn0039359	3R;3R	25683623;25684959	25684516;25685051	-;-	987
FBgn0039357	3R;3R;3R;3R	25679242;25679593;25680072;25680391	25679480;25680008;25680338;25680550	-;-;-;-	1082
FBgn0039355	3R;3R;3R	25677072;25677528;25678585	25677466;25678547;25678682	-;-;-	1513
FBgn0028717	3R;3R;3R;3R	25888542;25889655;25890703;25892449	25889065;25890278;25892067;25893270	+;+;+;+	3335
FBgn0039385	3R	25893495	25895026	+	1532
FBgn0039386	3R;3R;3R	25895822;25896479;25896768	25896140;25896703;25897174	+;+;+	951
FBgn0000206	3R;3R;3R;3R;3R;3R	25961994;25963442;25963919;25964449;25965020;25966541	25962043;25963615;25964389;25964898;25966479;25966948	+;+;+;+;+;+	3013
FBgn0002609	3R	26021823	26023127	+	1305
FBgn0001139	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	26041736;26042080;26042641;26042820;26042995;26043515;26044310;26044444;26045004;26045469;26045729;26046536;26046733;26046974;26047496;26048236;26048498	26041901;26042264;26042812;26042903;26043379;26043609;26044373;26044626;26045036;26045663;26045827;26046592;26046909;26047245;26048169;26048435;26049911	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4455
FBgn0039402	3R;3R	26052821;26053290	26053229;26054128	+;+	1248
FBgn0039404	3R;3R	26056630;26056847	26056782;26057350	+;+	657
FBgn0039407	3R;3R;3R	26059496;26059803;26060937	26059748;26060261;26061293	+;+;+	1069
FBgn0039411	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	26076592;26078808;26079367;26079552;26081892;26084072;26085110;26088166;26096189;26098023;26098076	26078682;26078961;26079473;26079736;26082191;26084161;26085180;26088347;26096567;26098052;26098711	-;-;-;-;-;-;-;-;-;-;-	4225
FBgn0039406	3R;3R;3R	26058420;26058980;26059220	26058917;26059054;26059267	-;-;-	621
FBgn0039403	3R;3R;3R	26055657;26055867;26056381	26055808;26056320;26056547	-;-;-	773
FBgn0028833	3R	26054237	26055438	-	1202
FBgn0002592	3R	26016514	26017470	-	957
FBgn0002733	3R	26005046	26006023	-	978
FBgn0039415	3R;3R;3R;3R	26133154;26134984;26136249;26136590	26133262;26136189;26136535;26137148	+;+;+;+	2161
FBgn0051323	3R;3R;3R;3R;3R;3R	26170847;26171387;26183800;26184045;26184290;26184468	26171038;26171455;26183964;26184221;26184404;26187307	+;+;+;+;+;+	3558
FBgn0039419	3R	26230248	26234700	+	4453
FBgn0039420	3R;3R;3R;3R;3R;3R;3R;3R;3R	26262662;26268290;26268374;26269174;26269310;26269565;26269740;26269950;26274776	26262986;26268307;26269101;26269243;26269486;26269649;26269815;26270088;26277050	+;+;+;+;+;+;+;+;+	3893
FBgn0000064	3R;3R;3R;3R;3R;3R;3R;3R	26254069;26255966;26256474;26256933;26257225;26258987;26259802;26261154	26255431;26256307;26256623;26257132;26258279;26259213;26259835;26261591	-;-;-;-;-;-;-;-	3809
FBgn0039417	3R;3R;3R;3R	26187018;26187771;26188332;26188633	26187714;26188274;26188519;26188807	-;-;-;-	1564
FBgn0039427	3R;3R;3R;3R;3R	26452534;26452854;26453089;26453569;26453980	26452657;26453022;26453241;26453908;26454585	+;+;+;+;+	1392
FBgn0039430	3R;3R;3R;3R;3R;3R;3R;3R	26461527;26465540;26466585;26467132;26467544;26468146;26468857;26469284	26461646;26465651;26467070;26467346;26468087;26468798;26469003;26470008	+;+;+;+;+;+;+;+	3002
FBgn0039431	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	26470078;26474348;26474574;26474973;26475473;26476923;26477150;26477382;26477649;26532113;26534724	26474292;26474517;26474874;26475409;26476458;26476991;26477300;26477582;26477804;26532422;26535217	-;-;-;-;-;-;-;-;-;-;-	7490
FBgn0023178	3R	26455462	26456141	-	680
FBgn0039450	3R;3R;3R;3R	26717871;26718328;26718922;26719367	26718026;26718866;26719308;26719806	+;+;+;+	1522
FBgn0039451	3R;3R;3R;3R	26719847;26720919;26722926;26724167	26720847;26722853;26723114;26725216	-;-;-;-	4175
FBgn0039449	3R;3R;3R	26715165;26716116;26717198	26716050;26717138;26717389	-;-;-	2101
FBgn0023179	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	26697697;26699503;26699715;26699948;26700427;26700812;26701516;26701948;26702474;26702602;26703715;26713511	26699448;26699620;26699879;26700181;26700740;26700987;26701604;26702024;26702511;26702872;26703822;26714159	-;-;-;-;-;-;-;-;-;-;-;-	3991
FBgn0039459	3R	26863376	26864559	+	1184
FBgn0001197	3R;3R;3R;3R	26866929;26867409;26867669;26868356	26867095;26867486;26867782;26869220	+;+;+;+	1224
FBgn0039461	3R;3R;3R	26876630;26879479;26880085	26876755;26879836;26880459	+;+;+	859
FBgn0004359	3R;3R;3R	26881734;26883627;26909476	26882063;26884223;26910997	+;+;+	2449
FBgn0015541	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	26915761;26916503;26924634;26926396;26935959;26938445;26938933;26941462;26941893;26943386;26943572;26943827;26944057;26944268	26915908;26916562;26925261;26926431;26936291;26938631;26939250;26941833;26943323;26943509;26943762;26943994;26944200;26945309	+;+;+;+;+;+;+;+;+;+;+;+;+;+	5182
FBgn0039462	3R;3R;3R;3R;3R;3R	26945534;26945766;26946019;26946217;26946331;26946701	26945580;26945964;26946155;26946270;26946646;26947248	+;+;+;+;+;+	1301
FBgn0039466	3R;3R;3R;3R;3R;3R;3R;3R	26966930;26969685;26970327;26970652;26970883;26971910;26976033;26976289	26967549;26969795;26970344;26970823;26971849;26975976;26976229;26977878	+;+;+;+;+;+;+;+	7742
FBgn0039467	3R;3R;3R;3R;3R;3R;3R	26978541;26980518;26981514;26983963;26984276;26984495;26984705	26978868;26981101;26981751;26984217;26984434;26984636;26985706	+;+;+;+;+;+;+	2708
FBgn0051075	3R;3R;3R;3R;3R;3R	26985624;26986433;26987062;26987234;26987412;26988408	26986369;26987004;26987162;26987338;26987651;26988517	-;-;-;-;-;-	1874
FBgn0039465	3R;3R;3R;3R;3R	26961064;26962540;26963158;26964118;26964643	26962451;26963080;26963520;26964285;26964817	-;-;-;-;-	2635
FBgn0039464	3R;3R;3R;3R;3R;3R;3R	26949692;26950638;26951072;26951775;26953004;26956520;26958208	26950568;26951009;26951419;26951898;26953254;26956589;26958491	-;-;-;-;-;-;-	2326
FBgn0004510	3R;3R;3R;3R;3R	26910775;26911604;26912374;26912505;26912697	26911542;26912318;26912443;26912619;26912886	-;-;-;-;-	1858
FBgn0026562	3R;3R;3R;3R	26869238;26870193;26870510;26871926	26870130;26870372;26870567;26871995	-;-;-;-	1201
FBgn0027889	3R;3R;3R	26864605;26866291;26866776	26866234;26866655;26866807	-;-;-	2027
FBgn0004842	3R;3R;3R;3R;3R;3R;3R;3R	26996980;27027920;27029790;27030653;27056704;27056829;27057383;27057652	26997342;27028677;27029906;27030851;27056772;27057248;27057474;27057935	+;+;+;+;+;+;+;+	2302
FBgn0029170	3R;3R;3R	27049220;27049391;27049922	27049288;27049845;27051004	+;+;+	1607
FBgn0039479	3R;3R;3R;3R;3R	27075870;27078662;27079044;27079879;27081433	27076258;27078952;27079401;27080082;27082818	+;+;+;+;+	2628
FBgn0039483	3R;3R;3R;3R	27094533;27094839;27095213;27095416	27094779;27095088;27095346;27095856	+;+;+;+	1072
FBgn0039485	3R;3R;3R;3R;3R	27101406;27101673;27101825;27102263;27102457	27101555;27101765;27101981;27102396;27102917	+;+;+;+;+	995
FBgn0027574	3R;3R;3R;3R	27112566;27112831;27114274;27114544	27112690;27114211;27114486;27115126	+;+;+;+	2302
FBgn0039489	3R;3R;3R;3R;3R	27116745;27117005;27117213;27117583;27117859	27116926;27117152;27117522;27117794;27118532	+;+;+;+;+	1526
FBgn0029155	3R;3R;3R;3R;3R;3R	27151662;27154216;27154456;27155566;27155778;27156141	27151906;27154390;27155505;27155718;27156072;27157603	+;+;+;+;+;+	3381
FBgn0039494	3R;3R;3R;3R;3R	27157948;27158631;27158903;27159008;27159265	27158364;27158844;27158951;27159201;27159781	+;+;+;+;+	1391
FBgn0039495	3R;3R;3R;3R	27161158;27161455;27161740;27162179	27161398;27161615;27162059;27162911	+;+;+;+	1455
FBgn0005696	3R	27239163	27241228	+	2066
FBgn0042111	3R;3R;3R;3R;3R;3R	27242335;27243253;27243447;27243823;27244646;27245017	27243190;27243375;27243763;27243944;27244818;27245249	-;-;-;-;-;-	1824
FBgn0051064	3R;3R;3R;3R;3R;3R;3R;3R;3R	27229505;27230568;27230769;27232473;27232935;27233248;27236863;27237973;27238525	27230444;27230665;27232199;27232875;27233185;27233681;27237846;27238114;27239085	-;-;-;-;-;-;-;-;-	5244
FBgn0004197	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	27172090;27173864;27174566;27176212;27176372;27176856;27178834;27179372;27179674;27182998;27183808;27187687;27188347;27191506;27193944	27173746;27174471;27174937;27176307;27176566;27177584;27179077;27179547;27179807;27183313;27183862;27187874;27188464;27192124;27194267	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5831
FBgn0039492	3R;3R;3R;3R;3R	27124759;27126694;27127837;27128639;27150394	27126621;27127766;27128577;27128779;27151069	-;-;-;-;-	4494
FBgn0039488	3R	27115152	27116707	-	1556
FBgn0039487	3R;3R;3R;3R;3R;3R	27108467;27109127;27109451;27109682;27110134;27111271	27109058;27109304;27109600;27109882;27110647;27112270	-;-;-;-;-;-	2635
FBgn0039486	3R;3R;3R;3R;3R;3R	27102988;27103577;27103793;27104156;27104314;27106069	27103377;27103727;27104061;27104246;27104426;27106184	-;-;-;-;-;-	1130
FBgn0039481	3R;3R	27089704;27090980	27090606;27091130	-;-	1054
FBgn0003495	3R;3R;3R;3R;3R;3R;3R	27064990;27065803;27066099;27066608;27067122;27067358;27069144	27065322;27066031;27066480;27066884;27067199;27067495;27070070	-;-;-;-;-;-;-	2364
FBgn0039478	3R;3R;3R;3R;3R;3R;3R;3R	27057908;27058713;27059365;27060258;27060603;27061241;27061399;27063280	27058582;27059119;27060196;27060540;27061176;27061335;27061558;27064199	-;-;-;-;-;-;-;-	3946
FBgn0039474	3R;3R	27020238;27021314	27021255;27021378	-;-	1083
FBgn0011289	3R;3R;3R;3R;3R;3R;3R;3R	27251112;27253430;27254528;27255016;27255090;27255456;27255726;27256034	27251161;27253625;27254728;27255024;27255395;27255663;27255970;27256463	+;+;+;+;+;+;+;+	1645
FBgn0039505	3R;3R	27273705;27273963	27273885;27274565	+;+	784
FBgn0046247	3R;3R;3R;3R	27274794;27275177;27276293;27276570	27275011;27275785;27276503;27277418	+;+;+;+	1887
FBgn0039508	3R;3R;3R	27283780;27283958;27286086	27283904;27286027;27287448	+;+;+	3558
FBgn0015737	3R;3R;3R;3R	27288769;27289115;27289380;27290017	27289045;27289320;27289680;27291592	+;+;+;+	2360
FBgn0016061	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	27375088;27384202;27387060;27388455;27389616;27390890;27392707;27395009;27396444;27397789;27398174;27398889;27399072;27400296;27418243;27436190	27382555;27384469;27387234;27388681;27389766;27391038;27392845;27395145;27396579;27397958;27398386;27398999;27399286;27400428;27418980;27437482	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11723
FBgn0039510	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	27294286;27294718;27295071;27296252;27297949;27298182;27302540;27302963;27304757;27305251;27305898;27306715;27307288;27308099;27309293;27310593;27311621;27313200;27313696;27313921;27314358;27315640;27316083;27317220;27317438;27317810;27318366;27318895;27319500;27320995;27321467;27322137	27294644;27294912;27296197;27297896;27298115;27298320;27302904;27303439;27305005;27305839;27306653;27307217;27307828;27309144;27309559;27311564;27312109;27313472;27313869;27314295;27314534;27315854;27316645;27317323;27317751;27318309;27318844;27319177;27320144;27321083;27321988;27322325	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14788
FBgn0040609	3R;3R	27291535;27292126	27292011;27292209	-;-	561
FBgn0039509	3R;3R;3R	27287366;27287785;27288328	27287719;27288185;27288526	-;-;-	954
FBgn0039507	3R;3R;3R;3R;3R;3R;3R	27277249;27279178;27280361;27280577;27280985;27281753;27282617	27279103;27280042;27280429;27280711;27281030;27281847;27282661	-;-;-;-;-;-;-	3110
FBgn0002441	3R;3R;3R;3R;3R	27266326;27268769;27271143;27272841;27273011	27268700;27270373;27272196;27272941;27273273	-;-;-;-;-	5398
FBgn0010328	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	27256595;27257544;27257709;27257897;27258083;27258273;27258722;27259857;27260091;27262116;27262227;27262555;27263735	27257480;27257643;27257838;27258018;27258208;27258658;27259797;27259985;27261943;27262160;27262487;27263451;27264055	-;-;-;-;-;-;-;-;-;-;-;-;-	6332
FBgn0010441	3R;3R;3R	27251131;27251914;27252638	27251850;27252579;27253182	-;-;-	1931
FBgn0039501	3R;3R;3R;3R;3R;3R	27248234;27248542;27249144;27249843;27250054;27250408	27248478;27249082;27249778;27249996;27250350;27251007	-;-;-;-;-;-	2472
FBgn0039500	3R;3R;3R	27246403;27247221;27247674	27247155;27247595;27247992	-;-;-	1447
FBgn0039518	3R;3R	27464189;27465088	27465037;27467080	+;+	2842
FBgn0039523	3R;3R;3R;3R;3R	27520866;27530313;27530787;27530923;27531285	27521015;27530451;27530849;27531085;27533934	+;+;+;+;+	3165
FBgn0040080	3R;3R	27582840;27584633	27584374;27586376	+;+	3279
FBgn0039528	3R;3R;3R;3R;3R;3R;3R;3R	27597563;27599257;27599492;27599640;27602798;27603014;27603251;27606769	27599192;27599338;27599578;27602469;27602945;27603171;27603487;27607396	-;-;-;-;-;-;-;-	5800
FBgn0039527	3R;3R;3R;3R;3R;3R	27586474;27588034;27589749;27590251;27593442;27595832	27587965;27589689;27590187;27591314;27593590;27596130	-;-;-;-;-;-	5099
FBgn0027492	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	27561675;27565918;27566207;27566605;27566861;27567152;27567416;27568279;27580157;27581144;27581589	27565854;27566147;27566540;27566795;27567055;27567351;27568205;27568591;27580325;27581543;27582241	-;-;-;-;-;-;-;-;-;-;-	7655
FBgn0039525	3R;3R;3R;3R;3R	27559379;27560100;27560274;27560763;27561175	27560037;27560214;27560514;27560875;27561319	-;-;-;-;-	1273
FBgn0004387	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	27547775;27549037;27549269;27550368;27550585;27550873;27551114;27551909;27552547;27552781;27555368;27558326	27548976;27549212;27550313;27550481;27550707;27551046;27551845;27552344;27552716;27553094;27555591;27559145	-;-;-;-;-;-;-;-;-;-;-;-	5530
FBgn0005659	3R;3R;3R;3R;3R;3R	27736538;27743180;27743751;27744592;27746413;27746663	27737133;27743299;27744531;27744752;27746572;27748366	+;+;+;+;+;+	3522
FBgn0039555	3R	27916908	27918248	+	1341
FBgn0003279	3R;3R;3R;3R	27922821;27923125;27923370;27924140	27922919;27923305;27923740;27924888	+;+;+;+	1400
FBgn0027579	3R;3R;3R;3R;3R;3R;3R;3R;3R	27925191;27929231;27929619;27929981;27930204;27931320;27931688;27932090;27932462	27925993;27929348;27929896;27930145;27931198;27931624;27932025;27932399;27933077	+;+;+;+;+;+;+;+;+	3928
FBgn0039560	3R;3R;3R;3R;3R	27938245;27938444;27938977;27939707;27942435	27938381;27938918;27939647;27942133;27942778	+;+;+;+;+	4054
FBgn0039562	3R;3R;3R;3R;3R	27948711;27948984;27949171;27949342;27950928	27948901;27949073;27949253;27950594;27952151	+;+;+;+;+	2841
FBgn0039564	3R;3R	27954917;27956231	27956166;27957326	+;+	2346
FBgn0039566	3R;3R;3R;3R;3R;3R;3R	27963415;27963680;27963862;27964589;27964740;27964985;27966553	27963553;27963801;27964530;27964680;27964931;27966487;27966958	+;+;+;+;+;+;+	3123
FBgn0003890	3R;3R;3R;3R;3R;3R;3R;3R	27967008;27967269;27968927;27969383;27969660;27972921;27974108;27988099	27967201;27967591;27969191;27969550;27969827;27973150;27974342;27988384	-;-;-;-;-;-;-;-	1869
FBgn0039563	3R;3R;3R;3R;3R;3R;3R	27952051;27952475;27952702;27952993;27953144;27953498;27954002	27952414;27952682;27952924;27953085;27953341;27953946;27954112	-;-;-;-;-;-;-	1646
FBgn0039561	3R;3R;3R;3R;3R;3R	27942796;27944553;27944779;27945077;27945252;27947194	27944392;27944714;27945014;27945201;27945340;27948021	-;-;-;-;-;-	3037
FBgn0039559	3R;3R;3R;3R;3R	27932982;27933373;27933563;27936062;27937431	27933314;27933498;27935993;27937337;27937853	-;-;-;-;-	4589
FBgn0039558	3R;3R	27921283;27922199	27922131;27922356	-;-	1007
FBgn0039557	3R	27919844	27921089	-	1246
FBgn0053213	3R	27918182	27919460	-	1279
FBgn0039554	3R;3R;3R;3R;3R	27913777;27915396;27915611;27915792;27916148	27915342;27915557;27915733;27916062;27916516	-;-;-;-;-	2491
FBgn0039581	3R;3R;3R;3R;3R;3R;3R	28340334;28341372;28342280;28342479;28342683;28342880;28343135	28340738;28342214;28342419;28342626;28342809;28343074;28345169	+;+;+;+;+;+;+	3893
FBgn0039584	3R;3R;3R;3R;3R;3R;3R	28418208;28442770;28462007;28463715;28464079;28472155;28472647	28418867;28442815;28462199;28463806;28464189;28472424;28474814	+;+;+;+;+;+;+	3540
FBgn0013813	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	28486953;28488193;28488752;28488931;28489179;28490035;28491089;28491359;28492162;28492357;28492732;28493379;28493741;28494202;28495136;28495559;28495928;28497216;28497776;28498066;28499457;28499932;28501121;28501766;28502245;28502710;28503508;28504523;28505067;28505820;28506770;28506925;28507167;28508915;28509159;28510014;28510442;28513417;28514198;28514748;28515125;28515521;28517245;28517785;28518080;28518389;28518643;28519172	28488065;28488213;28488807;28489054;28489285;28490261;28491219;28491987;28492230;28492547;28493326;28493685;28494139;28495075;28495489;28495850;28496086;28497368;28497994;28498200;28499878;28500127;28501354;28501871;28502365;28503454;28504035;28504681;28505177;28506650;28506862;28507085;28507491;28509103;28509952;28510378;28512747;28513488;28514663;28514890;28515455;28515652;28517456;28517925;28518184;28518490;28518789;28519398	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	15919
FBgn0039588	3R;3R;3R;3R;3R	28542274;28543245;28543719;28544356;28544579	28543179;28543664;28544287;28544476;28544817	-;-;-;-;-	2255
FBgn0003137	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	28520665;28521357;28521542;28521815;28522482;28522695;28523527;28523780;28524034;28524274;28525417;28525871;28526110;28529752;28530119;28531280;28531519;28539919	28521298;28521473;28521700;28522231;28522632;28523260;28523697;28523974;28524217;28525307;28525587;28526050;28529695;28530055;28531147;28531458;28531579;28540324	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9544
FBgn0051051	3R;3R;3R	28519548;28520051;28520356	28520006;28520284;28520515	-;-;-	853
FBgn0039580	3R;3R	28337019;28337870	28337667;28339765	-;-	2545
FBgn0001215	3R;3R;3R;3R;3R;3R;3R;3R	28599834;28600407;28600706;28602772;28603012;28603608;28604061;28605462	28599999;28600568;28601195;28602947;28603318;28603698;28605095;28605777	+;+;+;+;+;+;+;+	2743
FBgn0039589	3R;3R;3R	28606079;28606411;28607770	28606354;28607710;28608372	+;+;+	2179
FBgn0039593	3R;3R;3R	28670704;28670838;28671287	28670783;28671236;28672021	+;+;+	1214
FBgn0039594	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	28675041;28682100;28686242;28689671;28690211;28692244;28692822;28693136;28693340;28693954;28694466;28694593;28694984	28675685;28682590;28686451;28689714;28690417;28692760;28692970;28693277;28693627;28694402;28694526;28694924;28695939	+;+;+;+;+;+;+;+;+;+;+;+;+	4491
FBgn0027655	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	28696242;28696672;28696993;28697271;28700335;28701438;28705535;28705917;28708480;28710259;28710938;28713943;28714668;28715597;28715859;28718431;28719710;28719967;28720623;28720840;28721810;28723821;28725000;28725604;28725951;28727525;28728815;28732214;28733201	28696405;28696929;28697209;28697400;28701003;28702040;28705858;28706839;28709250;28710849;28711121;28714220;28715219;28715754;28716480;28719108;28719877;28720256;28720704;28721724;28721997;28724069;28725363;28725741;28726213;28727699;28729049;28732482;28734816	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	12044
FBgn0039595	3R;3R;3R;3R;3R	28737109;28738590;28740472;28740706;28743486	28737646;28738672;28740630;28740984;28744782	-;-;-;-;-	2356
FBgn0039590	3R;3R;3R;3R;3R;3R	28607939;28609646;28609962;28610209;28610602;28634376	28609578;28609901;28610145;28610519;28616168;28635099	-;-;-;-;-;-	8682
FBgn0026400	3R;3R	28598059;28598730	28598637;28599288	-;-	1138
FBgn0000659	3R	28580976	28585264	-	4289
FBgn0039600	3R;3R;3R;3R;3R;3R	28812102;28812165;28812705;28813618;28813881;28815482	28812154;28812486;28813551;28813814;28815422;28817354	+;+;+;+;+;+	4834
FBgn0039602	3R;3R;3R;3R	28820221;28820572;28820788;28821059	28820517;28820718;28820996;28824508	+;+;+;+	4103
FBgn0039609	3R	28872905	28875031	+	2127
FBgn0039611	3R	28875621	28877805	+	2185
FBgn0039613	3R	28880792	28882945	+	2154
FBgn0027578	3R	28883693	28886015	+	2323
FBgn0039623	3R;3R;3R;3R;3R;3R	29027236;29027537;29028367;29029298;29029577;29029822	29027469;29028136;29029242;29029517;29029753;29030938	+;+;+;+;+;+	3224
FBgn0039622	3R;3R	29026439;29027079	29027028;29027174	-;-	686
FBgn0039620	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	28992977;28993432;28993750;28994055;28994603;28994936;28995262;28995466;28997635;29020023	28993372;28993689;28993989;28994247;28994858;28995184;28995374;28995540;28997744;29020406	-;-;-;-;-;-;-;-;-;-	2274
FBgn0039617	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	28925004;28925742;28925913;28926167;28926717;28926898;28927135;28927310;28927477;28927684;28969331	28925602;28925801;28926061;28926365;28926845;28927071;28927241;28927410;28927595;28928109;28970372	-;-;-;-;-;-;-;-;-;-;-	3105
FBgn0053203	3R;3R;3R;3R;3R;3R;3R;3R	28870606;28872152;28872427;28872520;28872717;28875052;28886256;28887358	28872092;28872292;28872435;28872657;28872820;28875267;28887051;28887709	-;-;-;-;-;-;-;-	3243
FBgn0039612	3R	28878024	28880122	-	2099
