RAWDATA	FLYBASE	SYMBOL
FBgn0028717	FBgn0028717	Lnk
FBgn0039385	FBgn0039385	CG5913
FBgn0039386	FBgn0039386	CG5948
FBgn0039387	FBgn0039387	Mco3
FBgn0051091	FBgn0051091	CG31091
FBgn0051089	FBgn0051089	CG31089
FBgn0039398	FBgn0039398	CG14540
FBgn0000206	FBgn0000206	boss
FBgn0002734	FBgn0002734	E(spl)mdelta-HLH
FBgn0002735	FBgn0002735	E(spl)mgamma-HLH
FBgn0002732	FBgn0002732	E(spl)malpha-BFM
FBgn0002578	FBgn0002578	Kaz-m1
FBgn0002609	FBgn0002609	E(spl)m3-HLH
FBgn0002633	FBgn0002633	E(spl)m7-HLH
FBgn0000591	FBgn0000591	E(spl)m8-HLH
FBgn0001139	FBgn0001139	gro
FBgn0039402	FBgn0039402	Vps2
FBgn0039404	FBgn0039404	CG14543
FBgn0039407	FBgn0039407	CG14544
FBgn0039411	FBgn0039411	dysf
FBgn0039408	FBgn0039408	CG14551
FBgn0039406	FBgn0039406	RpL34a
FBgn0039405	FBgn0039405	PIG-P
FBgn0039403	FBgn0039403	Sld5
FBgn0028833	FBgn0028833	Cmpk
FBgn0002629	FBgn0002629	E(spl)m4-BFM
FBgn0002592	FBgn0002592	E(spl)m2-BFM
FBgn0002733	FBgn0002733	E(spl)mbeta-HLH
FBgn0039395	FBgn0039395	CG14546
FBgn0039413	FBgn0039413	CG14556
FBgn0039415	FBgn0039415	CG6142
FBgn0051323	FBgn0051323	CG31323
FBgn0051086	FBgn0051086	CG31086
FBgn0039419	FBgn0039419	CG12290
FBgn0039420	FBgn0039420	CG6154
FBgn0000064	FBgn0000064	Ald1
FBgn0039417	FBgn0039417	CG6073
FBgn0039425	FBgn0039425	Ald2
FBgn0051084	FBgn0051084	asRNA:CR31084
FBgn0042711	FBgn0042711	Hex-t1
FBgn0042710	FBgn0042710	Hex-t2
FBgn0039427	FBgn0039427	CG5447
FBgn0039428	FBgn0039428	CG14237
FBgn0039429	FBgn0039429	CG14238
FBgn0039430	FBgn0039430	CG5455
FBgn0039431	FBgn0039431	plum
FBgn0023178	FBgn0023178	Pdf
FBgn0039424	FBgn0039424	ppk15
FBgn0039421	FBgn0039421	CG6036
FBgn0039434	FBgn0039434	TwdlM
FBgn0039440	FBgn0039440	TwdlJ
FBgn0039441	FBgn0039441	TwdlN
FBgn0051080	FBgn0051080	TwdlH
FBgn0051081	FBgn0051081	TwdlR
FBgn0039443	FBgn0039443	TwdlS
FBgn0039444	FBgn0039444	TwdlD
FBgn0039450	FBgn0039450	Yif1
FBgn0040607	FBgn0040607	CG14244
FBgn0039453	FBgn0039453	CG6403
FBgn0039451	FBgn0039451	CG6420
FBgn0039449	FBgn0039449	CG6425
FBgn0023179	FBgn0023179	amon
FBgn0039448	FBgn0039448	TwdlQ
FBgn0039439	FBgn0039439	TwdlK
FBgn0039438	FBgn0039438	TwdlO
FBgn0039437	FBgn0039437	TwdlL
FBgn0039436	FBgn0039436	TwdlB
FBgn0039435	FBgn0039435	TwdlP
FBgn0039459	FBgn0039459	IntS12
FBgn0001197	FBgn0001197	His2Av
FBgn0002838	FBgn0002838	ms(3)K81
FBgn0039461	FBgn0039461	CG5500
FBgn0004359	FBgn0004359	T48
FBgn0015541	FBgn0039647	jus
FBgn0039462	FBgn0039462	CG14252
FBgn0039463	FBgn0039463	Spag1
FBgn0039466	FBgn0039466	CG5521
FBgn0039467	FBgn0039467	CG14253
FBgn0039469	FBgn0039469	TwdlC
FBgn0051077	FBgn0051077	CG31077
FBgn0039471	FBgn0039471	CG6295
FBgn0039470	FBgn0039470	CG6296
FBgn0051076	FBgn0051076	CG31076
FBgn0051075	FBgn0051075	CG31075
FBgn0041224	FBgn0041224	Gr97a
FBgn0039465	FBgn0039465	Tsp97E
FBgn0039464	FBgn0039464	CG6330
FBgn0051070	FBgn0051070	tRNA:Gln-TTG-1-3
FBgn0051071	FBgn0051071	tRNA:Gln-TTG-1-2
FBgn0004510	FBgn0004510	Ets97D
FBgn0003267	FBgn0003267	ro
FBgn0026562	FBgn0026562	SPARC
FBgn0027889	FBgn0027889	ball
FBgn0004842	FBgn0004842	RYa-R
FBgn0029170	FBgn0029170	TwdlT
FBgn0039479	FBgn0039479	CG14257
FBgn0039482	FBgn0039482	CG14258
FBgn0039483	FBgn0039483	CG14259
FBgn0039485	FBgn0039485	CG17189
FBgn0027574	FBgn0027574	CG5815
FBgn0039489	FBgn0039489	CG5880
FBgn0039490	FBgn0039490	CG5882
FBgn0029155	FBgn0029155	Men-b
FBgn0039494	FBgn0039494	grass
FBgn0039495	FBgn0039495	CG5909
FBgn0051065	FBgn0051065	ppk31
FBgn0003482	FBgn0003482	spn-D
FBgn0051068	FBgn0051068	CG31068
FBgn0005696	FBgn0005696	PolA2
FBgn0039498	FBgn0039498	CG17991
FBgn0042111	FBgn0042111	CG18766
FBgn0051064	FBgn0051064	CG31064
FBgn0004197	FBgn0004197	Ser
FBgn0039492	FBgn0039492	CG6051
FBgn0039491	FBgn0039491	CG6059
FBgn0039488	FBgn0039488	CG6066
FBgn0039487	FBgn0039487	gb
FBgn0039486	FBgn0039486	CAH9
FBgn0039481	FBgn0039481	Cpr97Eb
FBgn0039480	FBgn0039480	Cpr97Ea
FBgn0003495	FBgn0003495	spz
FBgn0039478	FBgn0039478	Nep5
FBgn0039476	FBgn0039476	CG6271
FBgn0039475	FBgn0039475	CG6277
FBgn0039474	FBgn0039474	CG6283
FBgn0039473	FBgn0039473	CG17191
FBgn0039472	FBgn0039472	CG17192
FBgn0011289	FBgn0011289	TfIIA-L
FBgn0039504	FBgn0039504	CG14260
FBgn0039505	FBgn0039505	CG5934
FBgn0046247	FBgn0046247	CG5938
FBgn0039508	FBgn0039508	CG3368
FBgn0015737	FBgn0015737	Hmu
FBgn0016061	FBgn0016061	side
FBgn0039511	FBgn0039511	CG3330
FBgn0039510	FBgn0039510	CG3339
FBgn0040609	FBgn0040609	CG3348
FBgn0039509	FBgn0039509	bigmax
FBgn0039507	FBgn0039507	mrt
FBgn0002441	FBgn0002441	l(3)mbt
FBgn0039503	FBgn0039503	CG14262
FBgn0010328	FBgn0010328	woc
FBgn0010441	FBgn0010441	pll
FBgn0039501	FBgn0039501	TTLL6B
FBgn0039500	FBgn0039500	CG5984
FBgn0039518	FBgn0039518	CG13978
FBgn0039519	FBgn0039519	Cyp6a18
FBgn0039520	FBgn0039520	Gr98a
FBgn0039523	FBgn0039523	CG12885
FBgn0046887	FBgn0046887	Gr98b
FBgn0046886	FBgn0046886	Gr98c
FBgn0046885	FBgn0046885	Gr98d
FBgn0040080	FBgn0040080	pins
FBgn0039528	FBgn0039528	dsd
FBgn0039527	FBgn0039527	CG5639
FBgn0027492	FBgn0027492	wdb
FBgn0039525	FBgn0039525	CG5646
FBgn0004387	FBgn0004387	Klp98A
FBgn0039522	FBgn0039522	CG13972
FBgn0039521	FBgn0039521	CG5402
FBgn0005659	FBgn0005659	Ets98B
FBgn0067407	FBgn0067407	Or98P
FBgn0039551	FBgn0039551	Or98a
FBgn0039552	FBgn0039552	CG12426
FBgn0039555	FBgn0039555	mRpS22
FBgn0003279	FBgn0003279	RpL4
FBgn0027579	FBgn0027579	mino
FBgn0039560	FBgn0039560	BOD1
FBgn0039562	FBgn0039562	Gp93
FBgn0039564	FBgn0039564	Nep7
FBgn0051054	FBgn0051054	CR31054
FBgn0039566	FBgn0039566	CG4849
FBgn0039568	FBgn0039568	CG4815
FBgn0003890	FBgn0003890	betaTub97EF
FBgn0051131	FBgn0051131	CG31131
FBgn0051253	FBgn0051253	CG31253
FBgn0039565	FBgn0039565	CG4884
FBgn0039563	FBgn0039563	CG4951
FBgn0039561	FBgn0039561	mfrn
FBgn0039559	FBgn0039559	NSD
FBgn0051053	FBgn0051053	nenya
FBgn0039558	FBgn0039558	BCAS2
FBgn0039557	FBgn0039557	CG12259
FBgn0053213	FBgn0053213	CG33213
FBgn0039554	FBgn0039554	CG5003
FBgn0002865	FBgn0002865	Mst98Ca
FBgn0004171	FBgn0004171	Mst98Cb
FBgn0039576	FBgn0039576	UQCR-14L
FBgn0039577	FBgn0039577	CG12516
FBgn0039581	FBgn0039581	Moca-cyp
FBgn0039584	FBgn0039584	beat-VI
FBgn0039585	FBgn0039585	CG1894
FBgn0013813	FBgn0013813	Dhc98D
FBgn0039588	FBgn0039588	mIF2
FBgn0003137	FBgn0003137	Ppn
FBgn0051051	FBgn0051051	CG31051
FBgn0039580	FBgn0039580	Gfat2
FBgn0001215	FBgn0001215	Hrb98DE
FBgn0039589	FBgn0039589	CG9986
FBgn0039591	FBgn0039591	CG9988
FBgn0053346	FBgn0053346	CG33346
FBgn0039593	FBgn0039593	Sid
FBgn0039594	FBgn0039594	snu
FBgn0027655	FBgn0027655	htt
FBgn0039599	FBgn0039599	intr
FBgn0039598	FBgn0039598	aqrs
FBgn0039597	FBgn0039597	CG9997
FBgn0039596	FBgn0039596	CG10000
FBgn0039595	FBgn0039595	AstA-R2
FBgn0051050	FBgn0051050	CG31050
FBgn0039590	FBgn0039590	CG10011
FBgn0026400	FBgn0026400	Noa36
FBgn0000659	FBgn0000659	fkh
FBgn0039600	FBgn0039600	CG1646
FBgn0039602	FBgn0039602	CG1647
FBgn0039609	FBgn0039609	Nepl17
FBgn0039611	FBgn0039611	Nepl18
FBgn0039613	FBgn0039613	Nepl20
FBgn0027578	FBgn0027578	Nepl21
FBgn0039616	FBgn0039616	CG11828
FBgn0039623	FBgn0039623	CG1951
FBgn0041780	FBgn0041780	Ssl2
FBgn0039622	FBgn0039622	eIF4E6
FBgn0039620	FBgn0039620	wat
FBgn0039617	FBgn0039617	DIP-gamma
FBgn0053203	FBgn0053203	CG33203
FBgn0039612	FBgn0039612	Nepl19
FBgn0015589	FBgn0015589	Apc
FBgn0024273	FBgn0024273	WASp
FBgn0039601	FBgn0039601	CG1523
FBgn0005642	FBgn0005642	wdn
FBgn0027873	FBgn0027873	Cpsf100
FBgn0003093	FBgn0003093	Pkc98E
FBgn0039627	FBgn0039627	CG11837
FBgn0039628	FBgn0039628	CG11841
FBgn0039629	FBgn0039629	CG11842
FBgn0039630	FBgn0039630	CG11843
FBgn0039631	FBgn0039631	Sirt7
FBgn0039633	FBgn0039633	CG11873
FBgn0039635	FBgn0039635	Pdhb
FBgn0039636	FBgn0039636	Atg14
FBgn0039637	FBgn0039637	Ctl2
FBgn0028671	FBgn0028671	Vha100-1
FBgn0039640	FBgn0039640	superdeath
FBgn0028692	FBgn0028692	Rpn2
FBgn0039644	FBgn0039644	rdog
FBgn0039645	FBgn0039645	CG11898
FBgn0014427	FBgn0014427	CG11899
FBgn0051044	FBgn0051044	lncRNA:CR31044
FBgn0029176	FBgn0029176	eEF1gamma
FBgn0039654	FBgn0039654	Brd8
FBgn0028476	FBgn0028476	Usp1
FBgn0003525	FBgn0003525	stg
FBgn0051445	FBgn0051445	CG31445
FBgn0051427	FBgn0051427	CR31427
FBgn0039656	FBgn0039656	CG11951
FBgn0039655	FBgn0039655	CG14507
FBgn0062442	FBgn0062442	Cisd2
FBgn0039651	FBgn0039651	Cyt-c1L
FBgn0039650	FBgn0039650	Mesh1
FBgn0039647	FBgn0039647	jus
FBgn0041186	FBgn0041186	Slbp
FBgn0041588	FBgn0041588	eIF2D
FBgn0039642	FBgn0039642	CG11882
FBgn0039641	FBgn0039641	CG14511
FBgn0039639	FBgn0039639	Alg13
FBgn0039638	FBgn0039638	dgt6
FBgn0005596	FBgn0005596	yem
FBgn0039634	FBgn0039634	alpha-Man-Ib
FBgn0039632	FBgn0039632	Cul5
FBgn0039626	FBgn0039626	Slu7
FBgn0039625	FBgn0039625	beta4GalNAcTB
FBgn0039664	FBgn0039664	CG2006
FBgn0039666	FBgn0039666	Diedel
FBgn0039667	FBgn0039667	FipoQ
FBgn0039668	FBgn0039668	Trc8
FBgn0039665	FBgn0039665	CG2310
FBgn0040623	FBgn0040623	Spase12
FBgn0039663	FBgn0039663	CG2321
FBgn0015622	FBgn0015622	Cnx99A
FBgn0039659	FBgn0039659	CG14506
FBgn0039669	FBgn0039669	ND-20L
FBgn0000492	FBgn0000492	Dr
FBgn0039674	FBgn0039674	CG1907
FBgn0039677	FBgn0039677	ppk30
FBgn0039678	FBgn0039678	Obp99a
FBgn0039679	FBgn0039679	ppk19
FBgn0039680	FBgn0039680	Cap-D2
FBgn0013972	FBgn0013972	Gycalpha99B
FBgn0039683	FBgn0039683	dmrt99B
FBgn0039684	FBgn0039684	Obp99d
FBgn0039686	FBgn0039686	CG15506
FBgn0024841	FBgn0024841	Pcd
FBgn0042213	FBgn0042213	CG18731
FBgn0039688	FBgn0039688	Kul
FBgn0039687	FBgn0039687	Naa40
FBgn0039685	FBgn0039685	Obp99b
FBgn0039682	FBgn0039682	Obp99c
FBgn0039681	FBgn0039681	CG7582
FBgn0025457	FBgn0025457	Bub3
FBgn0039673	FBgn0039673	CG7568
FBgn0051041	FBgn0051041	CG31041
FBgn0039671	FBgn0039671	CG11470
FBgn0039670	FBgn0039670	CG7567
FBgn0039689	FBgn0039689	CIA30
FBgn0039690	FBgn0039690	Gnpnat
FBgn0039691	FBgn0039691	IntS11
FBgn0019972	FBgn0019972	Drice
FBgn0039698	FBgn0039698	CG7789
FBgn0000247	FBgn0000247	ca
FBgn0039704	FBgn0039704	neo
FBgn0039707	FBgn0039707	Prtl99C
FBgn0039709	FBgn0039709	Cad99C
FBgn0051038	FBgn0051038	CG31038
FBgn0039719	FBgn0039719	CG15515
FBgn0051036	FBgn0051036	CG31036
FBgn0003357	FBgn0003357	Jon99Ciii
FBgn0039723	FBgn0039723	CG15522
FBgn0039727	FBgn0039727	Vps13B
FBgn0004622	FBgn0004622	TkR99D
FBgn0039726	FBgn0039726	eIF2Balpha
FBgn0051040	FBgn0051040	Cog7
FBgn0051202	FBgn0051202	alpha-Man-Ic
FBgn0003358	FBgn0003358	Jon99Ci
FBgn0003356	FBgn0003356	Jon99Cii
FBgn0003861	FBgn0003861	trp
FBgn0039722	FBgn0039722	Capa
FBgn0039718	FBgn0039718	CG15517
FBgn0039712	FBgn0039712	CG15514
FBgn0051032	FBgn0051032	CR31032
FBgn0039710	FBgn0039710	dgt1
FBgn0039705	FBgn0039705	Atg16
FBgn0039703	FBgn0039703	CG7829
FBgn0039702	FBgn0039702	Vps16B
FBgn0002924	FBgn0002924	ncd
FBgn0039697	FBgn0039697	CG7834
FBgn0039696	FBgn0039696	Rnb
FBgn0039694	FBgn0039694	fig
FBgn0020235	FBgn0020235	ATPsyngamma
FBgn0027518	FBgn0027518	Wdr24
FBgn0027583	FBgn0027583	CG7601
FBgn0039728	FBgn0039728	CG7896
FBgn0039731	FBgn0039731	Sas-6
FBgn0039733	FBgn0039733	CG11504
FBgn0039734	FBgn0039734	Tace
FBgn0016685	FBgn0016685	Nlp
FBgn0026597	FBgn0026597	Axn
FBgn0003511	FBgn0003511	Sry-beta
FBgn0003510	FBgn0003510	Sry-alpha
FBgn0003512	FBgn0003512	Sry-delta
FBgn0039741	FBgn0039741	CG7943
FBgn0039743	FBgn0039743	Jasper
FBgn0039744	FBgn0039744	Rpp14b
FBgn0260468	FBgn0260468	CG7950
FBgn0039748	FBgn0039748	CG15529
FBgn0039752	FBgn0039752	CG15530
FBgn0039756	FBgn0039756	CG9743
FBgn0039755	FBgn0039755	CG15531
FBgn0039754	FBgn0039754	CG9747
FBgn0039751	FBgn0039751	CG1983
FBgn0051028	FBgn0051028	CG31028
FBgn0051030	FBgn0051030	CG31030
FBgn0039749	FBgn0039749	CG11498
FBgn0039747	FBgn0039747	AdoR
FBgn0051029	FBgn0051029	CG31029
FBgn0051025	FBgn0051025	Ppi1
FBgn0003479	FBgn0003479	spn-A
FBgn0039742	FBgn0039742	CG15528
FBgn0002626	FBgn0002626	RpL32
FBgn0001280	FBgn0001280	janA
FBgn0001281	FBgn0001281	janB
FBgn0041102	FBgn0041102	ocn
FBgn0039740	FBgn0039740	ZIPIC
FBgn0039739	FBgn0039739	RpS28a
FBgn0039737	FBgn0039737	CG7920
FBgn0039735	FBgn0039735	Nph
FBgn0039732	FBgn0039732	CG15525
FBgn0039730	FBgn0039730	CG7903
FBgn0000032	FBgn0000032	Acph-1
FBgn0000280	FBgn0000280	Cec-Psi1
FBgn0000279	FBgn0000279	CecC
FBgn0039760	FBgn0039760	CG9682
FBgn0039761	FBgn0039761	CG18404
FBgn0010113	FBgn0010113	hdc
FBgn0015221	FBgn0015221	Fer2LCH
FBgn0039765	FBgn0039765	mRpS18C
FBgn0039768	FBgn0039768	CG15533
FBgn0039767	FBgn0039767	CG2218
FBgn0039766	FBgn0039766	CG15536
FBgn0039764	FBgn0039764	CG15535
FBgn0027544	FBgn0027544	CG2217
FBgn0015222	FBgn0015222	Fer1HCH
FBgn0051023	FBgn0051023	tRNA:Leu-TAG-1-2
FBgn0051383	FBgn0051383	tRNA:Leu-TAG-1-1
FBgn0039759	FBgn0039759	CG9733
FBgn0039758	FBgn0039758	CG9737
FBgn0039769	FBgn0039769	CG15534
FBgn0039774	FBgn0039774	CDase
FBgn0039776	FBgn0039776	PH4alphaEFB
FBgn0260440	FBgn0260440	spdo
FBgn0039778	FBgn0039778	Jon99Fi
FBgn0039779	FBgn0039779	PH4alphaSG2
FBgn0039782	FBgn0039782	CG15539
FBgn0039784	FBgn0039784	CG9698
FBgn0082582	FBgn0082582	tmod
FBgn0039787	FBgn0039787	CG9702
FBgn0051019	FBgn0051019	CG31019
FBgn0051021	FBgn0051021	CG31021
FBgn0051017	FBgn0051017	PH4alphaNE3
FBgn0051015	FBgn0051015	PH4alphaPV
FBgn0051013	FBgn0051013	CG31013
FBgn0039792	FBgn0039792	CG2267
FBgn0039790	FBgn0039790	CG2246
FBgn0039789	FBgn0039789	CG9717
FBgn0039788	FBgn0039788	Rpt6R
FBgn0027654	FBgn0027654	jdp
FBgn0051524	FBgn0051524	CG31524
FBgn0039783	FBgn0039783	PH4alphaNE2
FBgn0051014	FBgn0051014	PH4alphaSG1
FBgn0051371	FBgn0051371	CG31371
FBgn0039780	FBgn0039780	PH4alphaNE1
FBgn0026190	FBgn0026190	PH4alphaMP
FBgn0039777	FBgn0039777	Jon99Fii
FBgn0039773	FBgn0039773	CG2224
FBgn0028646	FBgn0028646	aralar1
FBgn0039771	FBgn0039771	Osi23
FBgn0039770	FBgn0039770	CG15537
FBgn0039795	FBgn0039795	Spn100A
FBgn0039797	FBgn0039797	eIF4H2
FBgn0039799	FBgn0039799	CG15543
FBgn0039802	FBgn0039802	dj-1beta
FBgn0027598	FBgn0027598	cindr
FBgn0039804	FBgn0039804	CG15544
FBgn0039805	FBgn0039805	Cpr100A
FBgn0015032	FBgn0015032	Cyp4c3
FBgn0000416	FBgn0000416	Sap-r
FBgn0039809	FBgn0039809	CG15547
FBgn0039808	FBgn0039808	CG12071
FBgn0039807	FBgn0039807	CG15546
FBgn0039806	FBgn0039806	CG15545
FBgn0011739	FBgn0011739	wts
FBgn0039801	FBgn0039801	Npc2h
FBgn0039800	FBgn0039800	Npc2g
FBgn0039798	FBgn0039798	CG11313
FBgn0051010	FBgn0051010	CG31010
FBgn0000274	FBgn0000274	Pka-C2
FBgn0039796	FBgn0039796	CG12069
FBgn0039812	FBgn0039812	CG15548
FBgn0010015	FBgn0010015	CanA1
FBgn0016123	FBgn0016123	Alp4
FBgn0024288	FBgn0024288	Sox100B
FBgn0039820	FBgn0039820	CG15554
FBgn0039821	FBgn0039821	CG15556
FBgn0039818	FBgn0039818	CG11318
FBgn0039816	FBgn0039816	CG11317
FBgn0002413	FBgn0002413	dco
FBgn0010808	FBgn0010808	Chchd3
FBgn0004573	FBgn0004573	5-HT7
FBgn0051008	FBgn0051008	CG31008
FBgn0062411	FBgn0062411	Ctr1C
FBgn0039811	FBgn0039811	CG15550
FBgn0039810	FBgn0039810	CG15549
FBgn0013973	FBgn0013973	Gycbeta100B
FBgn0004389	FBgn0004389	bnk
FBgn0039827	FBgn0039827	CG1544
FBgn0039828	FBgn0039828	CG1542
FBgn0039831	FBgn0039831	CG12054
FBgn0039835	FBgn0039835	mRpL32
FBgn0039838	FBgn0039838	CAH6
FBgn0040628	FBgn0040628	CAH16
FBgn0040629	FBgn0040629	CAH5
FBgn0039839	FBgn0039839	ppk24
FBgn0039840	FBgn0039840	pHCl-2
FBgn0039836	FBgn0039836	CG1750
FBgn0051005	FBgn0051005	qless
FBgn0039833	FBgn0039833	CG15564
FBgn0039832	FBgn0039832	CG15563
FBgn0039830	FBgn0039830	ATPsynC
FBgn0046696	FBgn0046696	RNaseP:RNA
FBgn0039829	FBgn0039829	CG15561
FBgn0061476	FBgn0061476	Zwilch
FBgn0051004	FBgn0051004	mesh
FBgn0046332	FBgn0046332	gskt
FBgn0039844	FBgn0039844	CG1607
FBgn0019990	FBgn0019990	Gcn2
FBgn0039850	FBgn0039850	CG11333
FBgn0039851	FBgn0039851	mey
FBgn0039852	FBgn0039852	nyo
FBgn0028968	FBgn0028968	gammaCOP
FBgn0003268	FBgn0003268	rod
FBgn0039854	FBgn0039854	CG1635
FBgn0039855	FBgn0039855	CG1638
FBgn0039856	FBgn0039856	CG1774
FBgn0039858	FBgn0039858	CycG
FBgn0039857	FBgn0039857	RpL6
FBgn0043900	FBgn0043900	pygo
FBgn0039849	FBgn0039849	CG11334
FBgn0039848	FBgn0039848	Loxl1
FBgn0039846	FBgn0039846	PNPase
FBgn0051002	FBgn0051002	Ugt35D1
FBgn0051204	FBgn0051204	CG31204
FBgn0039860	FBgn0039860	CG1792
FBgn0039861	FBgn0039861	pasha
FBgn0039862	FBgn0039862	kek6
FBgn0039863	FBgn0039863	CG1815
FBgn0003870	FBgn0003870	ttk
FBgn0039868	FBgn0039868	CG11563
FBgn0000557	FBgn0000557	eEF1alpha2
FBgn0039869	FBgn0039869	CG1890
FBgn0039870	FBgn0039870	CG1896
FBgn0022349	FBgn0022349	CG1910
FBgn0039875	FBgn0039875	sip3
FBgn0005632	FBgn0005632	faf
FBgn0027620	FBgn0027620	Acf
FBgn0039879	FBgn0039879	Ir100a
FBgn0039881	FBgn0039881	CG1971
FBgn0039882	FBgn0039882	Rift
FBgn0039877	FBgn0039877	Mccc1
FBgn0039876	FBgn0039876	CG2126
FBgn0003065	FBgn0003065	CG2150
FBgn0039873	FBgn0039873	Smvt
FBgn0017448	FBgn0017448	CG2187
FBgn0039872	FBgn0039872	salt
FBgn0000150	FBgn0000150	awd
FBgn0039867	FBgn0039867	CstF50
FBgn0039864	FBgn0039864	CG11550
FBgn0039859	FBgn0039859	CG11539
FBgn0039883	FBgn0039883	RhoGAP100F
FBgn0039886	FBgn0039886	CG2003
FBgn0039887	FBgn0039887	CG2053
FBgn0002780	FBgn0002780	mod
FBgn0002645	FBgn0002645	Map205
FBgn0040206	FBgn0040206	krz
FBgn0011224	FBgn0011224	heph
FBgn0051616	FBgn0051616	His-Psi:CR31616
FBgn0051615	FBgn0051615	His-Psi:CR31615
FBgn0051754	FBgn0051754	His-Psi:CR31754
FBgn0032956	FBgn0032956	Cul2
FBgn0051619	FBgn0051619	nolo
FBgn0032961	FBgn0032961	CG1416
FBgn0003866	FBgn0003866	tsh
FBgn0051612	FBgn0051612	CG31612
FBgn0032964	FBgn0032964	CG11630
FBgn0000559	FBgn0000559	eEF2
FBgn0032966	FBgn0032966	CG1421
FBgn0032967	FBgn0032967	CG1428
FBgn0032968	FBgn0032968	CG11634
FBgn0051700	FBgn0051700	CR31700
FBgn0051702	FBgn0051702	tplus3a
FBgn0032971	FBgn0032971	ttm3
FBgn0032973	FBgn0032973	CG6675
FBgn0025674	FBgn0025674	CycK
FBgn0032972	FBgn0032972	CG10834
FBgn0040519	FBgn0040519	CG15219
FBgn0051703	FBgn0051703	tplus3b
FBgn0051601	FBgn0051601	CG31601
FBgn0032969	FBgn0032969	CG2528
FBgn0032965	FBgn0032965	CG11629
FBgn0032981	FBgn0032981	CG3635
FBgn0042701	FBgn0042701	CR12628
FBgn0032986	FBgn0032986	CG3262
FBgn0032988	FBgn0032988	Tif-IA
FBgn0039972	FBgn0039972	Marf1
FBgn0032987	FBgn0032987	RpL21
FBgn0032979	FBgn0032979	Clamp
FBgn0033047	FBgn0033047	CG7882
FBgn0033050	FBgn0033050	Pngl
FBgn0033055	FBgn0033055	Tbce
FBgn0033058	FBgn0033058	CCHa2-R
FBgn0033060	FBgn0033060	CG7849
FBgn0033063	FBgn0033063	CG14589
FBgn0011958	FBgn0011958	tRNA:Arg-ACG-1-1
FBgn0011957	FBgn0011957	tRNA:Arg-ACG-1-2
FBgn0011932	FBgn0011932	tRNA:Asn-GTT-1-5
FBgn0011931	FBgn0011931	tRNA:Asn-GTT-1-6
FBgn0011887	FBgn0011887	tRNA:Lys-CTT-1-4
FBgn0011880	FBgn0011880	tRNA:Ile-AAT-1-1
FBgn0011956	FBgn0011956	tRNA:Arg-ACG-1-3
FBgn0050316	FBgn0050316	tRNA:Arg-ACG-1-4
FBgn0033065	FBgn0033065	Cyp6w1
FBgn0040502	FBgn0040502	CG8343
FBgn0011934	FBgn0011934	tRNA:Asn-GTT-1-8
FBgn0033069	FBgn0033069	eIF3f2
FBgn0050431	FBgn0050431	CG30431
FBgn0033074	FBgn0033074	tomboy40
FBgn0021847	FBgn0021847	Ttc7
FBgn0033072	FBgn0033072	CG17994
FBgn0050432	FBgn0050432	CG30432
FBgn0011935	FBgn0011935	tRNA:Asn-GTT-1-7
FBgn0033067	FBgn0033067	CG11211
FBgn0011955	FBgn0011955	tRNA:Arg-ACG-1-5
FBgn0011890	FBgn0011890	tRNA:Lys-CTT-1-5
FBgn0000546	FBgn0000546	EcR
FBgn0011888	FBgn0011888	tRNA:Lys-CTT-1-3
FBgn0011889	FBgn0011889	tRNA:Lys-CTT-1-2
FBgn0011933	FBgn0011933	tRNA:Asn-GTT-1-4
FBgn0011938	FBgn0011938	tRNA:Asn-GTT-1-1
FBgn0011891	FBgn0011891	tRNA:Lys-CTT-1-1
FBgn0033062	FBgn0033062	Ars2
FBgn0033061	FBgn0033061	SmydA-5
FBgn0033056	FBgn0033056	CG7856
FBgn0033054	FBgn0033054	CG14591
FBgn0033052	FBgn0033052	SCAP
FBgn0033051	FBgn0033051	Strica
FBgn0000043	FBgn0000043	Act42A
FBgn0033048	FBgn0033048	CG7881
FBgn0027507	FBgn0027507	CG1344
FBgn0033031	FBgn0033031	CG8245
FBgn0033032	FBgn0033032	kune
FBgn0022288	FBgn0022288	l(2)09851
FBgn0033042	FBgn0033042	Tsp42A
FBgn0033043	FBgn0033043	Or42b
FBgn0033041	FBgn0033041	Or42a
FBgn0025693	FBgn0025693	ZnT41F
FBgn0033038	FBgn0033038	CG7791
FBgn0033033	FBgn0033033	scaf
FBgn0033029	FBgn0033029	Not3
FBgn0050438	FBgn0050438	Ugt50B3
FBgn0039970	FBgn0039970	CG17508
FBgn0033028	FBgn0033028	hrm
FBgn0039969	FBgn0039969	Fis1
FBgn0033027	FBgn0033027	TpnC4
FBgn0050440	FBgn0050440	CG30440
FBgn0042085	FBgn0042085	Bap170
FBgn0029131	FBgn0029131	Debcl
FBgn0050443	FBgn0050443	Opbp
FBgn0013732	FBgn0013732	sced
FBgn0033085	FBgn0033085	CG15908
FBgn0033086	FBgn0033086	CG9410
FBgn0033088	FBgn0033088	PGAP3
FBgn0033092	FBgn0033092	Rpp25
FBgn0033090	FBgn0033090	CG15909
FBgn0033093	FBgn0033093	CG3270
FBgn0014009	FBgn0014009	Rab2
FBgn0028579	FBgn0028579	phtf
FBgn0042083	FBgn0042083	Mccc2
FBgn0027066	FBgn0027066	Eb1
FBgn0000473	FBgn0000473	Cyp6a2
FBgn0033101	FBgn0033101	CG9436
