Chr	Start	End	Strand	Length
FBgn0037583	3R;3R;3R;3R;3R;3R	8359958;8360301;8360564;8360800;8361908;8362439	8360246;8360506;8360742;8361681;8362381;8362554	-;-;-;-;-;-	2146
FBgn0037578	3R	8341661	8343516	-	1856
FBgn0040529	3R;3R;3R;3R	8339944;8340428;8340824;8340913	8340089;8340771;8340899;8341043	-;-;-;-	697
FBgn0003129	3R;3R	8319025;8333115	8320912;8333792	-;-	2566
FBgn0037574	3R;3R;3R	8314784;8315422;8316473	8315363;8316413;8316543	-;-;-	1643
FBgn0037571	3R	8311203	8312137	-	935
FBgn0037570	3R	8308881	8310778	-	1898
FBgn0037569	3R;3R;3R	8307473;8307896;8308486	8307840;8308430;8308645	-;-;-	1063
FBgn0037565	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	8293843;8296205;8296394;8296715;8297084;8297373;8297582;8298017;8298273;8298746;8298969;8299288;8300724;8300849	8296145;8296325;8296655;8297030;8297313;8297520;8297947;8298193;8298686;8298909;8299226;8299948;8300743;8300978	-;-;-;-;-;-;-;-;-;-;-;-;-;-	5570
FBgn0037563	3R;3R	8289395;8290498	8290435;8290578	-;-	1122
FBgn0037561	3R	8267943	8269896	-	1954
FBgn0010173	3R;3R;3R;3R	8262120;8262753;8264029;8264335	8262673;8263971;8264273;8264451	-;-;-;-	2135
FBgn0037592	3R;3R;3R;3R;3R;3R	8517868;8519041;8519606;8520604;8520802;8521029	8518391;8519238;8520549;8520744;8520968;8521378	+;+;+;+;+;+	2324
FBgn0051454	3R;3R;3R	8521658;8522252;8523083	8522178;8523028;8523520	+;+;+	1736
FBgn0051259	3R;3R;3R	8523944;8524761;8525611	8524573;8525537;8526667	+;+;+	2464
FBgn0037594	3R;3R;3R	8552608;8553695;8553912	8553633;8553850;8553968	+;+;+	1239
FBgn0051460	3R;3R	8562673;8562943	8562886;8563445	+;+	717
FBgn0037602	3R	8651084	8651493	+	410
FBgn0037603	3R;3R;3R;3R	8652821;8652975;8653356;8653546	8652889;8653285;8653477;8653847	+;+;+;+	804
FBgn0037606	3R;3R;3R;3R;3R	8664115;8665437;8665898;8666735;8666914	8664749;8665842;8666672;8666855;8667772	+;+;+;+;+	2796
FBgn0037607	3R;3R;3R;3R;3R	8667868;8669529;8670651;8671711;8673378	8668036;8669928;8670905;8673309;8673702	+;+;+;+;+	2748
FBgn0012024	3R;3R	8669081;8669138	8669116;8669174	-;-	73
FBgn0012025	3R;3R	8668612;8668669	8668647;8668705	-;-	73
FBgn0012026	3R;3R	8668116;8668172	8668151;8668208	-;-	73
FBgn0000447	3R;3R	8651391;8652737	8652682;8652916	-;-	1472
FBgn0024326	3R;3R;3R;3R;3R	8646172;8648962;8649279;8649478;8650481	8648896;8649047;8649419;8650319;8650796	-;-;-;-;-	4110
FBgn0037601	3R;3R;3R;3R;3R;3R;3R;3R	8643070;8643561;8644226;8644469;8644648;8644772;8645217;8645610	8643505;8644175;8644405;8644595;8644717;8645161;8645495;8645650	-;-;-;-;-;-;-;-	2138
FBgn0012027	3R;3R	8642701;8642757	8642736;8642793	-;-	73
FBgn0012028	3R;3R	8642333;8642389	8642368;8642425	-;-	73
FBgn0026399	3R;3R	8634320;8635091	8634935;8635878	-;-	1404
FBgn0051450	3R;3R	8561917;8562412	8562315;8562593	-;-	581
FBgn0051453	3R;3R;3R	8559540;8561193;8561611	8561129;8561556;8561764	-;-;-	2108
FBgn0037591	3R;3R;3R	8511734;8511851;8512066	8511790;8512006;8513022	-;-;-	1170
FBgn0037590	3R;3R;3R	8510077;8510191;8510399	8510133;8510346;8511358	-;-;-	1173
FBgn0037608	3R;3R	8674109;8674303	8674250;8675196	+;+	1036
FBgn0037610	3R;3R	8676915;8677113	8677047;8678233	+;+	1254
FBgn0037611	3R;3R	8676915;8678143	8677047;8678955	+;+	946
FBgn0037612	3R;3R;3R	8712933;8713832;8714146	8713770;8714104;8715263	+;+;+	2229
FBgn0037614	3R;3R;3R;3R	8716243;8716896;8717849;8719804	8716568;8717341;8718371;8721320	+;+;+;+	2812
FBgn0037615	3R;3R	8719198;8719804	8719588;8721320	+;+	1908
FBgn0037616	3R;3R	8721371;8721623	8721561;8723051	+;+	1620
FBgn0037617	3R;3R;3R;3R	8723174;8723433;8724134;8724451	8723361;8723950;8724382;8725357	+;+;+;+	1862
FBgn0037618	3R;3R;3R	8725479;8725652;8726188	8725603;8726124;8726730	+;+;+	1141
FBgn0037619	3R;3R;3R;3R	8726854;8727110;8727726;8728031	8727047;8727657;8727971;8728370	+;+;+;+	1328
FBgn0037622	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	8732091;8732216;8732370;8732544;8732766;8733482;8733708;8734048;8734420;8734810;8735175;8735509	8732149;8732306;8732483;8732715;8733421;8733648;8733990;8734358;8734751;8735118;8735443;8735837	+;+;+;+;+;+;+;+;+;+;+;+	3092
FBgn0037624	3R;3R;3R;3R;3R	8747798;8752061;8752514;8753181;8753521	8748245;8752398;8753118;8753458;8754104	+;+;+;+;+	2253
FBgn0037626	3R;3R;3R;3R	8769394;8770072;8770405;8770666	8770008;8770347;8770590;8771150	+;+;+;+	1562
FBgn0037630	3R;3R;3R	8794684;8795008;8796222	8794916;8796168;8796966	+;+;+	2139
FBgn0037632	3R;3R;3R;3R;3R	8801564;8801859;8802186;8803079;8805793	8801680;8802119;8803005;8803402;8806234	+;+;+;+;+	1964
FBgn0037634	3R;3R	8806322;8806633	8806579;8807581	+;+	1207
FBgn0040532	3R;3R	8822008;8822724	8822666;8822838	+;+	774
FBgn0037638	3R;3R;3R;3R;3R	8824411;8824688;8824952;8825633;8826643	8824608;8824889;8825408;8826588;8827279	+;+;+;+;+	2450
FBgn0011966	3R	8861880	8861952	+	73
FBgn0037637	3R;3R;3R	8822849;8823261;8823985	8823069;8823801;8824177	-;-;-	955
FBgn0037636	3R;3R	8813490;8819928	8819263;8820682	-;-	6529
FBgn0037633	3R;3R;3R	8803471;8805192;8805783	8805126;8805701;8805802	-;-;-	2186
FBgn0053189	3R	8780113	8780789	-	677
FBgn0053191	3R	8778379	8779923	-	1545
FBgn0037627	3R;3R;3R;3R	8771246;8771928;8772248;8772504	8771868;8772184;8772450;8772691	-;-;-;-	1271
FBgn0037625	3R;3R;3R;3R;3R	8749206;8750780;8754487;8767334;8768075	8750713;8754410;8756212;8767794;8768200	-;-;-;-;-	7452
FBgn0037623	3R;3R;3R;3R	8735879;8738778;8745479;8747344	8738708;8739091;8745661;8747675	-;-;-;-	3659
FBgn0037621	3R;3R;3R;3R	8729790;8730367;8730670;8731442	8730101;8730612;8731373;8731698	-;-;-;-	1519
FBgn0037620	3R;3R;3R;3R	8728367;8728626;8728924;8729541	8728566;8728871;8729483;8729693	-;-;-;-	1159
FBgn0037613	3R;3R;3R	8712906;8715739;8718337	8715668;8715879;8718456	-;-;-	3024
FBgn0001180	3R;3R;3R	8690980;8694456;8697326	8694172;8694600;8697822	-;-;-	3835
FBgn0053325	3R;3R;3R	8678954;8679860;8679951	8679808;8679885;8680034	-;-;-	965
FBgn0037609	3R;3R;3R	8675283;8675573;8676188	8675517;8675932;8676613	-;-;-	1021
FBgn0037643	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	8938724;8938758;8939669;8940482;8940699;8940922;8941314;8941408;8941901;8942678	8938751;8938888;8939772;8940634;8940861;8941189;8941316;8941832;8942557;8943027	+;+;+;+;+;+;+;+;+;+	2282
FBgn0037646	3R;3R;3R	8980860;8981831;8982239	8981109;8982167;8982793	+;+;+	1142
FBgn0027503	3R;3R;3R;3R	8984718;8986491;8989055;8989889	8986302;8988981;8989824;8990649	+;+;+;+	5607
FBgn0037648	3R;3R;3R;3R	8993253;8993536;8993699;8994527	8993450;8993622;8994460;8995212	+;+;+;+	1733
FBgn0037650	3R;3R;3R	8997697;8997883;8998015	8997820;8997951;8998678	+;+;+	857
FBgn0037652	3R;3R;3R	9004017;9004096;9004509	9004075;9004451;9005331	+;+;+	1238
FBgn0037653	3R	9006456	9008030	+	1575
FBgn0037654	3R;3R;3R	9008321;9008714;9008964	9008630;9008905;9010274	+;+;+	1813
FBgn0037656	3R;3R;3R	9015446;9015569;9016335	9015519;9016268;9016822	+;+;+	1262
FBgn0037657	3R;3R;3R;3R;3R;3R	9038760;9039671;9040168;9041471;9041701;9041905	9038922;9040092;9041311;9041633;9041842;9042349	+;+;+;+;+;+	2479
FBgn0028708	3R;3R;3R	9048645;9050821;9051187	9048755;9051127;9052231	+;+;+	1463
FBgn0037659	3R;3R;3R;3R;3R;3R;3R	9052495;9053291;9053536;9057930;9058330;9059770;9060600	9052627;9053475;9053759;9058090;9059708;9060530;9063245	+;+;+;+;+;+;+	5489
FBgn0037661	3R	9065183	9066303	+	1121
FBgn0037662	3R;3R	9177517;9177747	9177689;9179098	+;+	1525
FBgn0037664	3R;3R;3R;3R;3R;3R;3R	9246649;9247245;9247449;9248825;9249920;9250656;9251213	9246942;9247321;9248435;9248973;9250199;9250979;9251431	+;+;+;+;+;+;+	2330
FBgn0037665	3R;3R	9251843;9252350	9252205;9253514	+;+	1528
FBgn0037666	3R	9253545	9254683	+	1139
FBgn0037667	3R;3R;3R;3R;3R;3R	9255052;9255362;9255663;9255860;9256072;9256587	9255309;9255598;9255803;9256015;9256527;9256731	+;+;+;+;+;+	1393
FBgn0037670	3R;3R;3R;3R;3R	9258964;9259254;9259632;9259768;9260011	9259187;9259341;9259703;9259956;9260400	+;+;+;+;+	963
FBgn0037671	3R;3R;3R	9260638;9260991;9261606	9260767;9261343;9262590	+;+;+	1468
FBgn0010803	3R;3R;3R;3R	9265027;9265480;9266118;9266596	9265408;9266059;9266529;9266904	-;-;-;-	1683
FBgn0037672	3R;3R	9262654;9263075	9263013;9264142	-;-	1428
FBgn0037669	3R;3R	9257727;9258256	9258188;9258501	-;-	708
FBgn0037668	3R;3R	9256689;9257287	9257166;9257716	-;-	908
FBgn0000412	3R;3R;3R;3R	9238083;9239490;9240202;9240512	9239171;9240068;9240267;9240654	-;-;-;-	1877
FBgn0003165	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	9066343;9071507;9071752;9079745;9080558;9098696;9141320;9157118;9213760;9213977;9217987;9218199;9218522;9226221;9232074;9233529;9236810;9237615	9071437;9071675;9073029;9079961;9081022;9098737;9141331;9157950;9213846;9214265;9218105;9218325;9218763;9226840;9232856;9234664;9237025;9237682	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	11798
FBgn0037660	3R;3R	9063132;9063406	9063340;9065078	-;-	1882
FBgn0010222	3R;3R;3R;3R;3R	9042508;9042852;9048484;9049157;9050364	9042784;9043639;9048651;9049247;9050555	-;-;-;-;-	1516
FBgn0002932	3R;3R;3R;3R	9020348;9022104;9033179;9039155	9022044;9023845;9033731;9039471	-;-;-;-	4309
FBgn0040534	3R	9014972	9015341	-	370
FBgn0037655	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	9010282;9011363;9011674;9012045;9012837;9013316;9013579;9013840;9014130;9014245;9014753	9011252;9011604;9011949;9012305;9013261;9013492;9013643;9014032;9014222;9014373;9014909	-;-;-;-;-;-;-;-;-;-;-	2989
FBgn0026380	3R	9005313	9006226	-	914
FBgn0051100	3R;3R;3R;3R;3R;3R;3R;3R	8995229;8995656;8998991;8999450;9000044;9000287;9001769;9003541	8995599;8997029;8999107;8999652;9000180;9000544;9001886;9003650	-;-;-;-;-;-;-;-	2688
FBgn0037647	3R;3R;3R;3R	8982732;8983613;8984055;8984213	8983551;8983997;8984154;8984315	-;-;-;-	1408
FBgn0037645	3R;3R;3R	8950246;8961949;8962299	8953935;8962088;8963037	-;-;-	4569
FBgn0037644	3R;3R;3R;3R	8942954;8943205;8943465;8944956	8943143;8943400;8944898;8945020	-;-;-;-	1885
FBgn0037675	3R	9321770	9322361	+	592
FBgn0037680	3R;3R;3R;3R;3R;3R	9335170;9335701;9335900;9336158;9336483;9336779	9335635;9335839;9336029;9336252;9336719;9337459	+;+;+;+;+;+	1748
FBgn0037683	3R;3R;3R;3R;3R	9363305;9363522;9364094;9364317;9364592	9363443;9364034;9364258;9364534;9364838	+;+;+;+;+	1282
FBgn0037684	3R;3R;3R;3R;3R;3R	9365398;9365756;9366197;9366382;9366890;9367247	9365699;9365826;9366289;9366832;9367182;9367763	+;+;+;+;+;+	1727
FBgn0037685	3R;3R;3R;3R	9398190;9399026;9399280;9399498	9398956;9399227;9399435;9399551	+;+;+;+	1179
FBgn0037687	3R;3R	9401495;9401641	9401585;9402618	+;+	1069
FBgn0037689	3R;3R;3R	9404385;9405736;9407122	9405089;9407061;9407857	+;+;+	2767
FBgn0011740	3R;3R;3R;3R;3R	9412548;9412861;9413723;9415430;9416589	9412807;9413390;9415195;9416492;9417264	+;+;+;+;+	4002
FBgn0037697	3R;3R;3R;3R;3R	9456815;9458203;9458595;9459128;9460271	9458125;9458533;9458846;9459176;9460652	-;-;-;-;-	2325
FBgn0037696	3R;3R;3R	9455517;9455781;9456166	9455717;9456111;9456546	-;-;-	913
FBgn0037690	3R;3R;3R;3R;3R	9410329;9411086;9411541;9411669;9411888	9411030;9411486;9411602;9411824;9412293	-;-;-;-;-	1727
FBgn0003889	3R;3R	9408383;9409660	9409600;9410282	-;-	1841
FBgn0037688	3R;3R;3R	9402564;9402843;9404238	9402773;9404178;9404269	-;-;-	1578
FBgn0037686	3R;3R	9400237;9400942	9400878;9401226	-;-	927
FBgn0000723	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	9367603;9368456;9368699;9368897;9369055;9369336;9371015;9372756;9372990;9373331;9373779;9374645;9390886;9392741;9394241	9368392;9368638;9368827;9368983;9369268;9369710;9372580;9372933;9373268;9373667;9373875;9374811;9391073;9392972;9394546	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5128
FBgn0037679	3R;3R;3R;3R;3R	9332064;9332930;9333721;9334294;9334511	9332867;9333660;9333945;9334442;9334714	-;-;-;-;-	2113
FBgn0037678	3R;3R;3R	9330885;9331320;9331748	9331256;9331682;9331885	-;-;-	873
FBgn0037677	3R;3R;3R	9329223;9329641;9330194	9329578;9330003;9330331	-;-;-	857
FBgn0037676	3R;3R;3R;3R	9293642;9295686;9326688;9328442	9295551;9295743;9327331;9328511	-;-;-;-	2682
FBgn0037700	3R;3R	9504656;9504809	9504754;9505865	+;+	1156
FBgn0014022	3R;3R	9513327;9513447	9513389;9514827	+;+	1444
FBgn0037703	3R;3R;3R	9516007;9517111;9518261	9516167;9517457;9520938	+;+;+	3186
FBgn0037702	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	9516007;9517111;9521053;9521416;9522040;9522295;9523536;9524202;9524382;9524781;9525020;9525809;9526214;9526506	9516167;9517500;9521350;9521976;9522235;9522891;9523796;9524307;9524722;9524953;9525753;9526144;9526443;9527237	+;+;+;+;+;+;+;+;+;+;+;+;+;+	5116
FBgn0037707	3R;3R;3R	9552034;9552261;9552691	9552184;9552422;9553747	+;+;+	1370
FBgn0037709	3R;3R;3R;3R	9555785;9556004;9556605;9556887	9555943;9556538;9556770;9557776	+;+;+;+	1750
FBgn0027950	3R;3R;3R	9559760;9560272;9560923	9560031;9560613;9561533	+;+;+	1225
FBgn0037712	3R;3R;3R;3R;3R	9566195;9566556;9567611;9568582;9568806	9566463;9567556;9568519;9568752;9569189	+;+;+;+;+	2734
FBgn0037717	3R;3R;3R;3R;3R;3R	9581306;9583454;9584484;9585216;9585749;9585956	9582121;9584330;9584570;9585686;9585898;9586648	+;+;+;+;+;+	3094
FBgn0037718	3R;3R;3R	9586942;9587523;9587997	9587459;9587636;9589581	+;+;+	2217
FBgn0037720	3R;3R;3R;3R;3R;3R	9591309;9607913;9621519;9622470;9622944;9623118	9592185;9607974;9622417;9622774;9623062;9625073	+;+;+;+;+;+	4218
FBgn0037722	3R;3R	9627321;9627971	9627909;9628676	+;+	1295
FBgn0037723	3R;3R;3R	9631641;9632107;9632377	9631854;9632300;9633673	+;+;+	1705
FBgn0012344	3R;3R;3R;3R;3R	9638182;9640552;9643491;9647019;9648983	9638211;9640868;9643698;9647141;9650706	+;+;+;+;+	2402
FBgn0037727	3R;3R	9675523;9676724	9676664;9677778	+;+	2197
FBgn0037728	3R;3R;3R;3R	9677927;9678562;9678720;9679043	9678086;9678648;9678976;9679658	+;+;+;+	1120
FBgn0028997	3R;3R;3R;3R	9679939;9680274;9680499;9680717	9680209;9680440;9680666;9681502	+;+;+;+	1392
FBgn0037731	3R;3R;3R	9685760;9686034;9686247	9685971;9686189;9687141	+;+;+	1263
FBgn0052939	3R;3R;3R	9693079;9693354;9693567	9693291;9693509;9694461	+;+;+	1264
FBgn0003886	3R;3R;3R	9731221;9732279;9733146	9732150;9732803;9733250	-;-;-	1560
FBgn0002431	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	9714623;9715224;9715521;9715724;9715991;9716374;9716517;9717530;9718331;9718631;9719164;9719477;9719714;9723308;9723561;9723860;9724137;9724480;9725464	9715164;9715454;9715668;9715930;9716316;9716450;9717473;9718276;9718541;9719103;9719397;9719621;9723220;9723498;9723799;9724077;9724416;9724677;9725615	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9083
FBgn0037734	3R;3R;3R;3R;3R;3R;3R;3R;3R	9705996;9706892;9707107;9707375;9707685;9708468;9708736;9709388;9710481	9706826;9707040;9707318;9707619;9708411;9708675;9709324;9709548;9711037	-;-;-;-;-;-;-;-;-	3679
FBgn0051352	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	9694386;9695282;9695587;9695822;9696422;9696600;9696966;9697208;9697908;9698318;9699051;9704945	9695223;9695523;9695653;9695928;9696507;9696739;9697139;9697761;9697964;9698989;9699920;9705417	-;-;-;-;-;-;-;-;-;-;-;-	4280
FBgn0053105	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	9687402;9687701;9688536;9688714;9689080;9689322;9690022;9690432;9691165;9692567	9687637;9687767;9688621;9688853;9689253;9689875;9690078;9691103;9692504;9692794	-;-;-;-;-;-;-;-;-;-	3554
FBgn0260463	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	9687060;9687701;9687936;9688536;9688714;9689080;9689322;9690022;9690432;9691165;9692567	9687637;9687767;9688042;9688621;9688853;9689253;9689875;9690078;9691103;9692504;9692775	-;-;-;-;-;-;-;-;-;-;-	3984
FBgn0069242	3R;3R	9684469;9685247	9685184;9685476	-;-	946
FBgn0037730	3R;3R;3R;3R;3R;3R;3R	9681415;9681970;9682336;9682604;9682938;9683648;9683950	9681911;9682275;9682541;9682878;9683166;9683881;9684264	-;-;-;-;-;-;-	2062
FBgn0037726	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	9651179;9651900;9652390;9652504;9653621;9653843;9654328;9654897;9655253;9655478;9655599;9657405;9657945;9659497;9661266;9661462;9661770;9662412;9664350;9664619;9665810;9666078;9668011;9669033;9670090;9670352;9670698;9670841;9671052;9671233;9672161;9672436;9673240;9673444;9673659;9674536	9651823;9652032;9652446;9652599;9653777;9654032;9654820;9655189;9655350;9655532;9657336;9657653;9659324;9660794;9661337;9661695;9662355;9662798;9664560;9664774;9665982;9667949;9668210;9669837;9670292;9670485;9670752;9670997;9671171;9672101;9672371;9673180;9673390;9673603;9673817;9674643	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14650
FBgn0037724	3R	9644978	9646154	-	1177
FBgn0003334	3R;3R;3R;3R	9633359;9634537;9635634;9636610	9634475;9635568;9636551;9637611	-;-;-;-	4069
FBgn0005585	3R;3R;3R;3R	9628691;9629708;9630449;9630678	9629615;9630180;9630553;9630851	-;-;-;-	1677
FBgn0037721	3R;3R;3R;3R;3R	9625157;9625427;9625669;9626235;9626817	9625332;9625564;9625959;9626476;9626930	-;-;-;-;-	961
FBgn0027338	3R;3R;3R;3R;3R;3R	9574484;9575636;9575877;9576768;9577208;9577608	9575569;9575812;9576707;9577148;9577473;9577733	-;-;-;-;-;-	2867
FBgn0037715	3R;3R;3R;3R;3R	9571911;9573249;9573354;9573794;9574142	9572754;9573289;9573615;9573986;9574211	-;-;-;-;-	1410
FBgn0037714	3R;3R;3R;3R	9570414;9571133;9571232;9571489	9570749;9571173;9571400;9571623	-;-;-;-	681
FBgn0037713	3R;3R;3R	9569074;9569649;9570043	9569587;9569990;9570214	-;-;-	1028
FBgn0037710	3R;3R;3R;3R;3R	9561583;9562175;9562817;9563190;9563436	9562111;9562570;9563095;9563336;9563673	-;-;-;-;-	1589
FBgn0024833	3R;3R	9557712;9558428	9558368;9559525	-;-	1755
FBgn0037708	3R;3R	9553696;9555125	9555063;9555408	-;-	1652
FBgn0037705	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	9535625;9539363;9539819;9540068;9540584;9541229;9541679;9546798;9549778;9551316;9551766	9539290;9539475;9540003;9540527;9541166;9541579;9542924;9547370;9549810;9551338;9551806	-;-;-;-;-;-;-;-;-;-;-	7274
FBgn0000244	3R	9528238	9533011	-	4774
FBgn0014023	3R;3R;3R;3R	9514822;9515073;9515402;9515763	9515019;9515350;9515684;9515908	-;-;-;-	905
FBgn0003205	3R;3R;3R;3R	9510561;9511740;9512153;9512788	9511681;9511996;9512452;9513067	-;-;-;-	1958
FBgn0014380	3R;3R;3R;3R;3R	9497101;9497632;9497880;9498233;9502375	9497572;9497802;9498164;9498509;9502581	-;-;-;-;-	1412
FBgn0037698	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	9461084;9467354;9467980;9468629;9468851;9471968;9472405;9473286;9474717;9475534;9478545;9486601;9493396	9466631;9467440;9468404;9468787;9471901;9472339;9473164;9473404;9475381;9475840;9478697;9487203;9493677	-;-;-;-;-;-;-;-;-;-;-;-;-	12531
FBgn0037737	3R;3R;3R	9740899;9741199;9742200	9741142;9742156;9742844	+;+;+	1847
FBgn0051415	3R;3R	9743517;9744070	9743643;9744662	+;+	720
FBgn0005777	3R;3R;3R;3R;3R;3R;3R;3R;3R	9747875;9748078;9748612;9748910;9749126;9749306;9749641;9750148;9750285	9747930;9748401;9748853;9749060;9749247;9749576;9750091;9750229;9751094	+;+;+;+;+;+;+;+;+	2509
FBgn0037743	3R;3R;3R;3R;3R;3R	9756491;9757065;9757256;9757496;9757703;9758134	9757004;9757197;9757429;9757649;9758074;9759313	+;+;+;+;+;+	2527
FBgn0037744	3R;3R;3R	9759622;9759850;9760532	9759725;9760478;9761208	+;+;+	1410
FBgn0037751	3R;3R;3R;3R	9775121;9775713;9776746;9777058	9775653;9776685;9777005;9777943	+;+;+;+	2652
FBgn0037753	3R;3R;3R;3R	9780064;9781697;9782286;9782540	9780517;9782227;9782480;9783054	+;+;+;+	1695
FBgn0037754	3R;3R;3R;3R;3R;3R	9784653;9785630;9785752;9786135;9786377;9786585	9784760;9785698;9786077;9786320;9786448;9789323	+;+;+;+;+;+	3500
FBgn0037756	3R;3R;3R;3R;3R	9791483;9791846;9792124;9792396;9792813	9791791;9792061;9792334;9792757;9793098	+;+;+;+;+	1384
FBgn0037757	3R;3R;3R;3R;3R;3R;3R;3R	9793295;9793781;9793990;9794186;9794669;9794945;9795576;9796243	9793594;9793921;9794120;9794614;9794809;9795519;9795861;9797754	+;+;+;+;+;+;+;+	3515
FBgn0037759	3R;3R;3R	9801280;9801629;9801914	9801576;9801852;9803461	+;+;+	2069
FBgn0037761	3R;3R	9812747;9813233	9813029;9813939	+;+	990
FBgn0037762	3R;3R	9814161;9814448	9814382;9815158	+;+	933
FBgn0037770	3R;3R;3R;3R	9982816;9984057;9984522;9985478	9983998;9984467;9985415;9986060	-;-;-;-	3071
FBgn0037766	3R;3R;3R	9826081;9864969;9867668	9828795;9866339;9868120	-;-;-	4539
FBgn0037765	3R;3R	9818914;9819640	9819575;9819877	-;-	900
FBgn0037763	3R;3R	9815928;9816742	9816669;9816979	-;-	980
FBgn0037760	3R;3R;3R;3R	9803486;9805100;9806238;9806520	9805018;9806174;9806418;9809368	-;-;-;-	5638
FBgn0037758	3R;3R	9797769;9800669	9800590;9801026	-;-	3180
FBgn0037755	3R;3R;3R;3R;3R;3R	9787816;9789954;9790138;9790320;9790526;9790839	9789881;9790084;9790265;9790460;9790771;9791221	-;-;-;-;-;-	3095
FBgn0002868	3R;3R	9783407;9784224	9783959;9784370	-;-	700
FBgn0037750	3R;3R;3R;3R	9771795;9772196;9773201;9774311	9772137;9773149;9773978;9774419	-;-;-;-	2184
FBgn0037749	3R;3R	9770532;9771296	9771240;9771542	-;-	956
FBgn0024330	3R;3R;3R;3R;3R;3R;3R;3R	9766031;9766788;9766948;9767177;9767977;9768165;9768364;9768907	9766727;9766893;9767122;9767878;9768110;9768254;9768502;9768984	-;-;-;-;-;-;-;-	2121
FBgn0037742	3R;3R;3R	9754735;9755620;9756491	9755571;9756214;9756510	-;-;-	1452
FBgn0037741	3R;3R;3R;3R;3R	9751088;9751555;9752680;9753840;9754397	9751497;9752630;9753780;9754338;9754686	-;-;-;-;-	3376
FBgn0037739	3R;3R	9746167;9747048	9746988;9747744	-;-	1519
FBgn0037736	3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R;3R	9734012;9735495;9735752;9736097;9736339;9736533;9736720;9737119;9737345;9737540;9737752;9737994;9738279;9738520;9738821;9739254	9735390;9735692;9736029;9736271;9736472;9736655;9736890;9737278;9737475;9737684;9737903;9738200;9738389;9738728;9738950;9739979	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4429
FBgn0037772	3R;3R;3R;3R;3R	9997163;9998532;9999836;9999898;10000178	9997958;9999761;9999843;10000025;10000314	+;+;+;+;+	2299
FBgn0027524	3R;3R;3R;3R;3R	10043270;10043403;10043766;10044062;10044304	10043349;10043694;10044004;10044249;10044606	+;+;+;+;+	1102
FBgn0037778	3R;3R;3R;3R	10045574;10046197;10046398;10046776	10046143;10046336;10046714;10047260	+;+;+;+	1512
FBgn0037780	3R;3R;3R;3R;3R	10049199;10049390;10049740;10050440;10051014	10049317;10049674;10050379;10050942;10051527	+;+;+;+;+	2061
FBgn0051410	3R;3R;3R	10053332;10053763;10053929	10053464;10053870;10054348	+;+;+	661
FBgn0037783	3R;3R;3R	10060252;10060445;10060673	10060381;10060558;10061136	+;+;+	708
FBgn0041105	3R;3R;3R	10071117;10072708;10073030	10072647;10072898;10073761	+;+;+	2454
FBgn0037788	3R;3R;3R;3R	10112237;10117609;10118284;10118514	10112813;10117680;10118442;10120081	+;+;+;+	2376
